Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780463612,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780463613,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780463614,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780463615,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780463627,40,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780463631,50,,Aggregated,0.000000,0.000000,17000,17000,18000,18000,18000,18000,18000,18000,18000,18000,18000,40,0,16000.0,16683.214277499927,15179.716399999961,18182.77280000075,930.0
1780463634,60,,Aggregated,5.400000,0.000000,6200,15000,16000,17000,18000,18000,18000,18000,18000,18000,18000,90,0,6200.0,9017.62736777776,68.99669999984326,18182.77280000075,16950.166666666668
1780463637,70,,Aggregated,10.000000,0.000000,3100,6200,15000,16000,17000,18000,18000,18000,18000,18000,18000,124,0,3100.0,7383.562065322579,53.68339999949967,18182.77280000075,18985.701612903227
1780463640,80,,Aggregated,14.100000,0.000000,3100,6100,6200,15000,17000,18000,18000,18000,18000,18000,18000,180,0,3100.0,5889.357948333298,53.68339999949967,18182.77280000075,21573.894444444446
1780463643,100,,Aggregated,15.200000,0.000000,3100,6100,6100,6200,16000,17000,18000,18000,18000,18000,18000,233,0,3100.0,5218.689490557868,53.68339999949967,18182.77280000075,23035.442060085836
1780463646,100,,Aggregated,19.700000,0.000000,3100,3100,6100,6100,16000,17000,18000,18000,18000,18000,18000,292,0,3100.0,4703.669949657514,53.68339999949967,18182.77280000075,23884.034246575342
1780463647,100,,Aggregated,15.100000,0.000000,3000,3100,3300,6100,15000,17000,18000,18000,18000,18000,18000,371,0,3000.0,3838.5527762803113,38.136999999551335,18182.77280000075,25529.501347708894
1780463648,100,,Aggregated,15.100000,0.000000,3000,3100,3100,6100,6200,16000,18000,18000,18000,18000,18000,414,0,3000.0,3453.8602463768184,38.136999999551335,18182.77280000075,26587.859903381643
1780463649,100,,Aggregated,25.700000,0.000000,1600,3100,3100,3500,6200,16000,18000,18000,18000,18000,18000,458,0,960.0,3139.848218122297,38.136999999551335,18182.77280000075,27584.49344978166
1780463650,100,,Aggregated,24.200000,0.000000,460,3000,3100,3200,6200,16000,17000,18000,18000,18000,18000,502,0,420.0,2878.8390296812845,38.136999999551335,18182.77280000075,28545.659362549803
1780463651,100,,Aggregated,29.100000,0.000000,290,3000,3100,3100,6100,16000,17000,18000,18000,18000,18000,555,0,290.0,2621.2542967567724,38.136999999551335,18182.77280000075,29105.10990990991
1780463652,100,,Aggregated,33.200000,0.000000,290,3000,3100,3100,6100,16000,17000,18000,18000,18000,18000,596,0,290.0,2452.125741442983,38.136999999551335,18182.77280000075,29738.4177852349
1780463653,100,,Aggregated,33.400000,0.000000,290,3000,3000,3100,6100,15000,17000,18000,18000,18000,18000,639,0,290.0,2300.9688885759288,38.136999999551335,18182.77280000075,29844.683881064164
1780463654,100,,Aggregated,38.100000,0.000000,280,740,3000,3100,6100,15000,17000,18000,18000,18000,18000,682,0,280.0,2167.6640888563215,38.136999999551335,18182.77280000075,30072.655425219942
1780463655,100,,Aggregated,42.400000,0.000000,280,490,3000,3100,6100,15000,17000,18000,18000,18000,18000,735,0,280.0,2024.6738013605675,38.136999999551335,18182.77280000075,30189.836734693876
1780463656,100,,Aggregated,40.800000,0.000000,280,380,3000,3100,6100,15000,17000,18000,18000,18000,18000,775,0,280.0,1929.728484645184,38.136999999551335,18182.77280000075,30335.06322580645
1780463657,100,,Aggregated,45.700000,0.000000,280,310,3000,3000,6100,6200,17000,18000,18000,18000,18000,826,0,280.0,1818.6545382566808,38.136999999551335,18182.77280000075,30775.50363196126
1780463658,100,,Aggregated,50.400000,0.000000,280,300,3000,3000,6100,6200,17000,18000,18000,18000,18000,868,0,280.0,1738.697202649787,38.136999999551335,18182.77280000075,30924.54608294931
1780463659,100,,Aggregated,44.000000,0.000000,280,290,1600,3000,3500,6200,17000,18000,18000,18000,18000,909,0,280.0,1667.1576628163045,38.136999999551335,18182.77280000075,31225.7601760176
1780463660,100,,Aggregated,46.200000,0.000000,280,290,540,3000,3300,6200,17000,18000,18000,18000,18000,957,0,280.0,1593.8858219435917,38.136999999551335,18182.77280000075,31313.225705329154
1780463661,100,,Aggregated,44.800000,0.000000,280,290,490,3000,3200,6200,16000,17000,18000,18000,18000,1001,0,280.0,1531.8309459540594,38.136999999551335,18182.77280000075,31274.934065934067
1780463662,100,,Aggregated,45.400000,0.000000,280,290,420,3000,3100,6100,16000,17000,18000,18000,18000,1047,0,280.0,1471.2480135625656,38.136999999551335,18182.77280000075,31399.67335243553
1780463663,100,,Aggregated,45.200000,0.000000,280,290,380,3000,3100,6100,16000,17000,18000,18000,18000,1091,0,280.0,1419.4152611365782,37.851600000067265,18182.77280000075,31570.742438130157
1780463664,100,,Aggregated,44.700000,0.000000,270,290,350,1600,3100,6100,16000,17000,18000,18000,18000,1138,0,270.0,1367.0707855008893,37.851600000067265,18182.77280000075,31741.58963093146
1780463665,100,,Aggregated,45.000000,0.000000,270,290,320,560,3100,6100,16000,17000,18000,18000,18000,1185,0,270.0,1320.214754177222,37.331699999413104,18182.77280000075,31834.152742616036
1780463666,100,,Aggregated,44.800000,0.000000,270,290,310,500,3100,6100,16000,17000,18000,18000,18000,1230,0,270.0,1277.9900047154479,37.331699999413104,18182.77280000075,31922.00406504065
1780463667,100,,Aggregated,44.800000,0.000000,270,290,300,490,3100,6100,16000,17000,18000,18000,18000,1263,0,270.0,1246.8238773555013,36.8730999998661,18182.77280000075,32150.80680918448
1780463668,100,,Aggregated,44.900000,0.000000,270,290,300,470,3100,6100,16000,17000,18000,18000,18000,1284,0,270.0,1227.1561373052957,36.8730999998661,18182.77280000075,32346.07398753894
1780463669,100,,Aggregated,44.700000,0.000000,270,290,310,560,3100,6100,16000,17000,18000,18000,18000,1329,0,270.0,1231.8888204665122,36.8730999998661,18182.77280000075,32239.2791572611
1780463670,100,,Aggregated,42.400000,0.000000,270,290,350,1100,3100,6100,16000,17000,18000,18000,18000,1378,0,270.0,1217.8222588534097,36.8730999998661,18182.77280000075,32077.659651669084
1780463671,100,,Aggregated,40.700000,0.000000,270,290,320,820,3100,6100,16000,17000,18000,18000,18000,1429,0,270.0,1178.9931889433096,36.8730999998661,18182.77280000075,32244.96011196641
1780463672,100,,Aggregated,43.000000,0.000000,270,290,310,540,3100,6100,16000,17000,18000,18000,18000,1473,0,270.0,1147.9196893414755,36.8730999998661,18182.77280000075,32325.458248472503
1780463673,100,,Aggregated,41.600000,0.000000,270,290,300,500,3100,6100,15000,17000,18000,18000,18000,1518,0,270.0,1118.0588771409743,36.8730999998661,18182.77280000075,32451.747035573124
1780463674,100,,Aggregated,42.300000,0.000000,270,280,300,470,3100,6100,15000,17000,18000,18000,18000,1565,0,270.0,1089.7741903514398,36.8730999998661,18182.77280000075,32536.470926517573
1780463675,100,,Aggregated,42.300000,0.000000,270,280,300,450,3000,6100,15000,17000,18000,18000,18000,1607,0,270.0,1065.6632426260146,36.8730999998661,18182.77280000075,32615.578718108278
1780463676,100,,Aggregated,42.000000,0.000000,270,280,290,420,3000,6100,15000,17000,18000,18000,18000,1662,0,270.0,1035.3655472322498,36.8730999998661,18182.77280000075,32702.805054151624
1780463677,100,,Aggregated,42.300000,0.000000,270,280,290,380,3000,6100,15000,17000,18000,18000,18000,1711,0,270.0,1010.9557367621277,36.8730999998661,18182.77280000075,32778.75569842198
1780463678,100,,Aggregated,42.400000,0.000000,270,280,290,360,3000,6100,15000,17000,18000,18000,18000,1751,0,270.0,991.811716447749,36.8730999998661,18182.77280000075,32795.55625356939
1780463679,100,,Aggregated,43.300000,0.000000,270,280,290,350,3000,6100,15000,17000,18000,18000,18000,1799,0,270.0,969.2755768204612,36.8730999998661,18182.77280000075,32798.17787659811
1780463680,100,,Aggregated,45.000000,0.000000,270,280,290,340,3000,3300,15000,17000,18000,18000,18000,1843,0,270.0,949.6684711882809,36.8730999998661,18182.77280000075,32923.441128594684
1780463681,100,,Aggregated,47.400000,0.000000,270,280,290,330,3000,3300,15000,17000,18000,18000,18000,1896,0,270.0,928.2114952004206,36.8730999998661,18182.77280000075,33021.56856540084
1780463682,100,,Aggregated,44.800000,0.000000,270,280,290,320,3000,3300,15000,17000,18000,18000,18000,1938,0,270.0,911.4618555211531,36.8730999998661,18182.77280000075,33105.69401444789
1780463683,100,,Aggregated,46.100000,0.000000,270,280,290,310,3000,3300,15000,17000,18000,18000,18000,1989,0,270.0,893.0516958773244,36.8730999998661,18182.77280000075,33046.86274509804
1780463684,100,,Aggregated,46.400000,0.000000,270,280,290,310,3000,3100,6200,16000,18000,18000,18000,2036,0,270.0,876.4296859528513,36.8730999998661,18182.77280000075,33031.14292730845
1780463685,100,,Aggregated,45.800000,0.000000,270,280,290,300,3000,3100,6200,16000,18000,18000,18000,2072,0,270.0,863.5339354247153,36.8730999998661,18182.77280000075,33038.83349420849
1780463686,100,,Aggregated,47.000000,0.000000,270,280,290,300,3000,3100,6200,16000,18000,18000,18000,2115,0,270.0,849.3128677541371,36.8730999998661,18182.77280000075,33094.189598108744
1780463687,100,,Aggregated,46.100000,0.000000,270,280,290,300,3000,3100,6200,16000,18000,18000,18000,2164,0,270.0,833.6081063770805,36.8730999998661,18182.77280000075,33141.39232902033
1780463688,100,,Aggregated,45.500000,0.000000,270,280,290,300,3000,3100,6200,16000,18000,18000,18000,2218,0,270.0,816.897147204692,36.8730999998661,18182.77280000075,33227.2515779982
1780463689,100,,Aggregated,45.200000,0.000000,270,280,290,300,2900,3100,6200,16000,18000,18000,18000,2260,0,270.0,804.3468846017703,36.8730999998661,18182.77280000075,33330.31460176991
1780463690,100,,Aggregated,46.000000,0.000000,270,280,290,300,2700,3100,6200,16000,18000,18000,18000,2314,0,270.0,790.1629683232525,36.8730999998661,18182.77280000075,33251.86776145203
1780463691,100,,Aggregated,46.200000,0.000000,270,280,290,290,2400,3100,6200,16000,18000,18000,18000,2352,0,270.0,779.8690036139485,36.8730999998661,18182.77280000075,33304.42984693877
1780463692,100,,Aggregated,46.000000,0.000000,270,280,290,290,2300,3100,6200,16000,18000,18000,18000,2404,0,270.0,766.8190671381062,36.8730999998661,18182.77280000075,33309.26996672213
1780463693,100,,Aggregated,46.500000,0.000000,270,280,290,290,2100,3100,6200,16000,18000,18000,18000,2451,0,270.0,755.1358006527994,36.8730999998661,18182.77280000075,33369.88698490412
1780463694,100,,Aggregated,46.300000,0.000000,270,280,290,290,2000,3100,6200,16000,18000,18000,18000,2495,0,270.0,745.1297061322691,36.8730999998661,18182.77280000075,33358.642885771544
1780463695,100,,Aggregated,46.600000,0.000000,270,280,290,290,1700,3100,6200,16000,18000,18000,18000,2546,0,270.0,733.1384453652805,36.8730999998661,18182.77280000075,33418.862136685
1780463696,100,,Aggregated,46.400000,0.000000,270,280,290,290,1600,3100,6100,16000,18000,18000,18000,2593,0,270.0,722.6566721943733,36.8730999998661,18182.77280000075,33462.96953335904
1780463697,100,,Aggregated,46.600000,0.000000,270,280,290,290,1600,3100,6100,16000,18000,18000,18000,2629,0,270.0,715.2309061620433,36.8730999998661,18182.77280000075,33474.8596424496
1780463698,100,,Aggregated,47.100000,0.000000,270,280,290,290,1200,3100,6100,16000,18000,18000,18000,2677,0,270.0,705.6569569667586,36.8730999998661,18182.77280000075,33494.4542398207
1780463699,100,,Aggregated,47.200000,0.000000,270,280,290,290,1100,3100,6100,16000,18000,18000,18000,2729,0,270.0,695.8042543788983,36.8730999998661,18182.77280000075,33479.46244045438
1780463700,100,,Aggregated,46.100000,0.000000,270,280,290,290,1100,3100,6100,16000,18000,18000,18000,2769,0,270.0,688.1165021668527,36.8730999998661,18182.77280000075,33508.323221379556
1780463701,100,,Aggregated,45.800000,0.000000,270,280,290,290,940,3100,6100,16000,18000,18000,18000,2815,0,270.0,679.5302127531158,36.8730999998661,18182.77280000075,33556.43801065719
1780463702,100,,Aggregated,46.100000,0.000000,270,280,290,290,820,3100,6100,16000,18000,18000,18000,2859,0,270.0,671.9386535851768,36.8730999998661,18182.77280000075,33510.8894718433
1780463703,100,,Aggregated,45.400000,0.000000,270,280,290,290,560,3100,6100,16000,18000,18000,18000,2907,0,270.0,663.7881983488218,36.8730999998661,18182.77280000075,33516.00343997248
1780463704,100,,Aggregated,45.300000,0.000000,270,280,290,290,550,3100,6100,16000,18000,18000,18000,2946,0,270.0,657.3711150712928,36.8730999998661,18182.77280000075,33548.90597420231
1780463705,100,,Aggregated,45.000000,0.000000,270,280,290,290,510,3100,6100,15000,18000,18000,18000,3001,0,270.0,647.9450027324349,36.8730999998661,18182.77280000075,33620.492169276906
1780463706,100,,Aggregated,45.100000,0.000000,270,280,290,290,500,3100,6100,15000,18000,18000,18000,3046,0,270.0,641.6239357189869,36.8730999998661,18182.77280000075,33564.606369008536
1780463707,100,,Aggregated,44.900000,0.000000,270,280,290,290,490,3100,6100,15000,18000,18000,18000,3091,0,270.0,634.965258912986,36.8730999998661,18182.77280000075,33572.169847945646
1780463708,100,,Aggregated,44.900000,0.000000,270,280,290,290,490,3100,6100,15000,18000,18000,18000,3142,0,270.0,627.0078508275117,36.8730999998661,18182.77280000075,33608.25429662635
1780463709,100,,Aggregated,44.700000,0.000000,270,280,290,290,480,3000,6100,15000,18000,18000,18000,3200,0,270.0,618.9034992187625,36.8730999998661,18182.77280000075,33590.86125
1780463710,100,,Aggregated,45.200000,0.000000,270,280,290,290,480,3000,6100,15000,18000,18000,18000,3240,0,270.0,613.4741435802578,36.8730999998661,18182.77280000075,33632.083950617285
